video_id,channelTitle,title,tags,publishedAt,viewCount,likeCount,favouriteCount,commentCount,duration,definition,caption,pushblishDayName,durationSecs,tagCount
8_gdcaX9Xqk,MrBeast,"Would You Split Or Steal $250,000?",,2024-05-03 16:00:00+00:00,17483081.0,1810504.0,,13291.0,PT1M,hd,False,Friday,60.0,0
Pv0iVoSZzN8,MrBeast,10 Minutes To Escape Or This Room Explodes!,,2024-04-27 16:00:00+00:00,74336611.0,3294055.0,,79768.0,PT10M,hd,True,Saturday,600.0,0
CWbV3NItSdY,MrBeast,The World's Fastest Cleaners,,2024-04-25 16:00:03+00:00,103547821.0,6490767.0,,18266.0,PT35S,hd,False,Thursday,35.0,0
VLqZUENAFY4,MrBeast,Deal or No Deal with Howie Mandel,,2024-04-23 16:00:01+00:00,22052638.0,1423642.0,,6513.0,PT44S,hd,False,Tuesday,44.0,0
l-nMKJ5J3Uc,MrBeast,"Ages 1 - 100 Decide Who Wins $250,000",,2024-04-20 15:59:59+00:00,127843331.0,4716536.0,,202388.0,PT40M2S,hd,True,Saturday,2402.0,0
XE1Qyss8GIY,MrBeast,"Guess The Gift, Keep It",,2024-04-09 17:00:00+00:00,144499555.0,7826473.0,,15448.0,PT46S,hd,False,Tuesday,46.0,0
6GzHPS0rEgc,MrBeast,"I’m Giving My 250M Subscriber $25,000",,2024-04-06 19:45:00+00:00,41436247.0,3429715.0,,34970.0,PT21S,hd,False,Saturday,21.0,0
imhY0pe-Sd8,MrBeast,"Anything You Touch, You Keep!",,2024-04-02 16:00:03+00:00,78367644.0,4754784.0,,11505.0,PT48S,hd,False,Tuesday,48.0,0
erLbbextvlY,MrBeast,7 Days Stranded On An Island,,2024-03-30 16:00:01+00:00,139838988.0,5157028.0,,141779.0,PT22M26S,hd,True,Saturday,1346.0,0
OnTTThIzuNU,MrBeast,"Keep Track Of Car, Win $10,000",,2024-03-19 16:00:00+00:00,79542885.0,4600802.0,,20376.0,PT51S,hd,False,Tuesday,51.0,0
mKdjycj-7eE,MrBeast,"Stop This Train, Win a Lamborghini",,2024-03-16 16:00:00+00:00,125473775.0,4428711.0,,128938.0,PT18M53S,hd,True,Saturday,1133.0,0
tWYsfOSY9vY,MrBeast,I Survived 7 Days In An Abandoned City,,2024-03-02 17:00:00+00:00,168856323.0,5442649.0,,206050.0,PT17M24S,hd,True,Saturday,1044.0,0
sH48lKbayNU,MrBeast,Unboxing My 200M Subscriber Play Button,,2024-02-29 17:00:00+00:00,119190026.0,8853407.0,,37735.0,PT46S,hd,False,Thursday,46.0,0
AFXoSFNMwIA,MrBeast,I Filled Chandler’s Car With Feastables,,2024-02-27 18:00:01+00:00,135877725.0,7410935.0,,17132.0,PT38S,hd,False,Tuesday,38.0,0
AjwAdtlRKf8,MrBeast,"Buy Feastables, Win $10,000",,2024-02-17 19:00:01+00:00,152398128.0,8902729.0,,20933.0,PT41S,hd,False,Saturday,41.0,0
KOEfDvr4DcQ,MrBeast,"Face Your Biggest Fear To Win $800,000",,2024-02-10 17:00:00+00:00,197076094.0,5353153.0,,231742.0,PT22M3S,hd,True,Saturday,1323.0,0
krsBRQbOPQ4,MrBeast,"$1 vs $250,000,000 Private Island!",,2024-01-27 17:00:00+00:00,175844573.0,4918752.0,,104183.0,PT16M59S,hd,True,Saturday,1019.0,0
7ESeQBeikKs,MrBeast,"Protect $500,000 Keep It!",,2024-01-13 17:00:00+00:00,126650266.0,4307914.0,,77174.0,PT15M34S,hd,True,Saturday,934.0,0
K_CbgLpvH9E,MrBeast,I Spent 7 Days In Solitary Confinement,,2023-12-30 17:00:03+00:00,150312909.0,4548413.0,,82958.0,PT20M16S,hd,True,Saturday,1216.0,0
lOKASgtr6kU,MrBeast,I Saved 100 Dogs From Dying,,2023-12-23 17:00:00+00:00,175441957.0,5387833.0,,101179.0,PT15M3S,hd,True,Saturday,903.0,0
9RhWXPcKBI8,MrBeast,"Survive 100 Days Trapped, Win $500,000",,2023-12-16 17:00:01+00:00,226703387.0,5495339.0,,90241.0,PT27M8S,hd,True,Saturday,1628.0,0
ZVt9ZJfWV1c,MrBeast,"Feeding A Dog $1 vs $10,000 Steak",,2023-12-14 18:00:00+00:00,223655585.0,9214535.0,,25089.0,PT27S,hd,False,Thursday,27.0,0
rWBOITBjitE,MrBeast,Could You Walk Up A Skyscraper?,,2023-12-05 18:00:00+00:00,136933114.0,8087684.0,,19535.0,PT50S,hd,False,Tuesday,50.0,0
tnTPaLOaHz8,MrBeast,"$10,000 Every Day You Survive In A Grocery Store",,2023-12-02 17:00:00+00:00,238404329.0,5660390.0,,80010.0,PT21M32S,hd,True,Saturday,1292.0,0
Wdjh81uH6FU,MrBeast,"$1 vs $10,000,000 Job!",,2023-11-25 17:00:00+00:00,167258927.0,4176181.0,,65414.0,PT15M39S,hd,True,Saturday,939.0,0
7dYTw-jAYkY,MrBeast,I Spent 7 Days Buried Alive,,2023-11-18 17:00:01+00:00,163724809.0,6290655.0,,113963.0,PT18M34S,hd,True,Saturday,1114.0,0
AjZDwxt7S8w,MrBeast,I Gave Away A House On Halloween,,2023-11-10 18:00:00+00:00,190623763.0,9501932.0,,28439.0,PT48S,hd,False,Friday,48.0,0
aZnqqXaT02g,MrBeast,Giving Car Keys Instead Of Candy On Halloween,,2023-11-09 18:00:00+00:00,200496517.0,7528601.0,,12197.0,PT32S,hd,False,Thursday,32.0,0
mwKJfNYwvm8,MrBeast,I Built 100 Wells In Africa,,2023-11-04 16:00:00+00:00,177644038.0,9692050.0,,217742.0,PT10M30S,hd,True,Saturday,630.0,0
l9_8_pDTmis,MrBeast,"Furthest Away From Me Wins $10,000",,2023-11-02 17:00:03+00:00,308399969.0,12728746.0,,26630.0,PT48S,hd,False,Thursday,48.0,0
n7x4Jj9pdH8,MrBeast,World’s Most Expensive Bed,,2023-10-31 17:00:01+00:00,234032646.0,13201147.0,,24791.0,PT48S,hd,False,Tuesday,48.0,0
QjvpjXdgugA,MrBeast,World’s Deadliest Laser Maze!,,2023-10-28 15:59:59+00:00,181921747.0,4286655.0,,87699.0,PT25M59S,hd,True,Saturday,1559.0,0
jGAJCAuV3pQ,MrBeast,World’s Most Expensive Coffee,,2023-10-19 17:00:03+00:00,151529302.0,7870592.0,,23332.0,PT33S,hd,False,Thursday,33.0,0
c0v8OPItCOg,MrBeast,"$100,000,000 Bathroom",,2023-10-17 17:00:00+00:00,196008987.0,8919095.0,,17605.0,PT50S,hd,False,Tuesday,50.0,0
3ryID_SwU5E,MrBeast,"$1 vs $100,000,000 House!",,2023-10-14 16:00:00+00:00,213402099.0,5306608.0,,135710.0,PT17M36S,hd,True,Saturday,1056.0,0
IemzxkkzI5s,MrBeast,I Tipped A Pizza Delivery Driver A Car,,2023-10-12 17:30:03+00:00,306678994.0,16155350.0,,23323.0,PT52S,hd,False,Thursday,52.0,0
3OFj6l2tQ9s,MrBeast,World's Most Dangerous Trap!,,2023-10-07 16:00:00+00:00,226619111.0,6135703.0,,159761.0,PT19M48S,hd,True,Saturday,1188.0,0
bvlFjrcpD6s,MrBeast,I NEED 1 MORE 𝗦𝗨𝗕𝗦𝗖𝗥𝗜𝗕𝗘𝗥,,2023-10-05 17:00:01+00:00,362110763.0,26024566.0,,78318.0,PT23S,hd,False,Thursday,23.0,0
AZlBZuS4hr0,MrBeast,"Guess The Gift, Keep It",,2023-10-03 17:00:00+00:00,494520765.0,17315988.0,,15694.0,PT45S,hd,False,Tuesday,45.0,0
Gx6VeIIbWwM,MrBeast,"Spot The Hidden People For $10,000",,2023-09-28 17:00:01+00:00,507095713.0,17501435.0,,23048.0,PT35S,hd,False,Thursday,35.0,0
CAOY8EKH1qU,MrBeast,I Paid A Random Student’s College Tuition,,2023-09-26 16:59:59+00:00,255472412.0,16199818.0,,34810.0,PT37S,hd,False,Tuesday,37.0,0
IQxea9UB1nQ,MrBeast,"$100,000,000 Car Doors",,2023-09-19 17:00:00+00:00,561803590.0,18969816.0,,25560.0,PT29S,hd,False,Tuesday,29.0,0
KrLj6nc516A,MrBeast,"$1 vs $100,000,000 Car!",,2023-09-16 16:00:01+00:00,278068431.0,6539750.0,,152447.0,PT16M28S,hd,True,Saturday,988.0,0
zgLhCT7aFCA,MrBeast,Extreme Home Makeover!,,2023-09-12 17:00:00+00:00,225612726.0,13916859.0,,34956.0,PT57S,hd,False,Tuesday,57.0,0
L5kIXRdwGAI,MrBeast,Katana Vs Bullet,,2023-09-07 17:00:01+00:00,665742386.0,27888756.0,,39787.0,PT41S,hd,False,Thursday,41.0,0
19NmWqv4Alk,MrBeast,How Many School Buses Can We Stack?,,2023-09-05 16:59:57+00:00,306347255.0,11698563.0,,24889.0,PT45S,hd,False,Tuesday,45.0,0
vBpQ1SlfVtU,MrBeast,Lamborghini Vs World's Largest Shredder,,2023-09-02 16:00:00+00:00,178478945.0,5244823.0,,151153.0,PT14M59S,hd,True,Saturday,899.0,0
NnNZLCl78Ao,MrBeast,"Make This Kick, Win Super Bowl Tickets",,2023-08-25 16:00:25+00:00,101007515.0,4283543.0,,8729.0,PT52S,hd,False,Friday,52.0,0
NTZhwAldqwg,MrBeast,Metal Pipe Vs School Bus,,2023-08-22 17:00:00+00:00,330851877.0,10806133.0,,24808.0,PT28S,hd,False,Tuesday,28.0,0
J_z-W4UVHkw,MrBeast,"Every Country On Earth Fights For $250,000!",,2023-08-19 16:00:01+00:00,185647619.0,5922235.0,,368841.0,PT18M49S,hd,True,Saturday,1129.0,0
mKIhHNznt4s,MrBeast,Can You Beat A Girl In Arm Wrestling?,,2023-08-17 17:00:00+00:00,324803493.0,14769084.0,,31741.0,PT52S,hd,False,Thursday,52.0,0
jObOjhUkf50,MrBeast,"$1 vs $250,000 Vacation!",,2023-08-12 15:59:59+00:00,259274310.0,6008163.0,,111923.0,PT16M7S,hd,True,Saturday,967.0,0
O3YVBJ2n5xg,MrBeast,I Ate The World’s Most Poisonous Fish,,2023-08-08 17:30:01+00:00,353689110.0,16766272.0,,34794.0,PT32S,hd,False,Tuesday,32.0,0
yhB3BgJyGl8,MrBeast,7 Days Stranded At Sea,,2023-08-05 16:00:01+00:00,264051502.0,7174911.0,,127612.0,PT18M5S,hd,True,Saturday,1085.0,0
CP82DAKzL1U,MrBeast,I Traded My Car At a Red Light,,2023-07-15 17:00:01+00:00,379669987.0,17777502.0,,29465.0,PT47S,hd,False,Saturday,47.0,0
fuhE6PYnRMc,MrBeast,Train Vs Giant Pit,,2023-07-08 16:00:00+00:00,208956284.0,6168851.0,,138031.0,PT10M36S,hd,True,Saturday,636.0,0
stUofW3whpE,MrBeast,I Buried Treasure in the Bermuda Triangle,,2023-07-06 17:00:01+00:00,274782596.0,17332070.0,,26960.0,PT53S,hd,False,Thursday,53.0,0
48h57PspBec,MrBeast,"$1 vs $1,000,000,000 Yacht!",,2023-06-10 16:00:00+00:00,328752860.0,6928835.0,,156575.0,PT14M47S,hd,True,Saturday,887.0,0
ooAwCOP67GQ,MrBeast,Do Pawnshops Scam You?,,2023-06-03 16:59:57+00:00,234927258.0,11455987.0,,21197.0,PT33S,hd,False,Saturday,33.0,0
FM7Z-Xq8Drc,MrBeast,"Ages 1 - 100 Fight For $500,000",,2023-05-27 21:14:59+00:00,371895881.0,6439009.0,,124472.0,PT25M36S,hd,True,Saturday,1536.0,0
WTOm65IZneg,MrBeast,"1,000 Deaf People Hear For The First Time",,2023-05-06 19:59:59+00:00,155456136.0,5280553.0,,161833.0,PT6M14S,hd,True,Saturday,374.0,0
8kggT2ej-lo,MrBeast,Would You Pet a Cheetah in Africa?,,2023-05-01 20:00:02+00:00,505051688.0,20669158.0,,42582.0,PT39S,hd,False,Monday,39.0,0
GGBy50KtvRk,MrBeast,Tipping A Waitress A Car,,2023-04-22 20:00:00+00:00,371257374.0,20195795.0,,47428.0,PT38S,hd,False,Saturday,38.0,0
Y4-gFIfGXiQ,MrBeast,Would you go on a Blind Date in Italy?,,2023-04-15 20:00:01+00:00,350594623.0,17700062.0,,23165.0,PT51S,hd,False,Saturday,51.0,0
1WEAJ-DFkHE,MrBeast,"$1 vs $500,000 Plane Ticket!",,2023-04-01 20:00:04+00:00,373287327.0,7655832.0,,171549.0,PT12M20S,hd,True,Saturday,740.0,0
Y0cBiGUuB1Y,MrBeast,I Sent a Subscriber to Disneyland,,2023-03-30 20:00:00+00:00,422453311.0,22884374.0,,62622.0,PT27S,hd,False,Thursday,27.0,0
YLt73w6criQ,MrBeast,I Paid A Real Assassin To Try To Kill Me,,2023-03-18 20:00:01+00:00,264704171.0,5954198.0,,113123.0,PT12M17S,hd,True,Saturday,737.0,0
lglIQkCHO0g,MrBeast,Do Men Lie About Their Height?,,2023-02-14 21:00:14+00:00,352668059.0,16983670.0,,25783.0,PT47S,hd,False,Tuesday,47.0,0
TJ2ifmkGGus,MrBeast,"1,000 Blind People See For The First Time",,2023-01-28 21:00:00+00:00,179759334.0,10271978.0,,400379.0,PT8M1S,hd,True,Saturday,481.0,0
7IKab3HcfFk,MrBeast,I Survived 50 Hours In Antarctica,,2022-12-24 20:59:59+00:00,192156376.0,5335587.0,,152487.0,PT12M10S,hd,True,Saturday,730.0,0
h5NvTTOlOtI,MrBeast,Hydraulic Press Vs Lamborghini,,2022-12-10 21:00:01+00:00,226325553.0,5633656.0,,132234.0,PT10M25S,hd,True,Saturday,625.0,0
se50viFJ0AQ,MrBeast,Would You Fly To Paris For A Baguette?,,2022-12-08 20:12:27+00:00,1198839041.0,48073377.0,,106483.0,PT48S,hd,False,Thursday,48.0,0
0CTp1a-aCUM,MrBeast,"100 Kids Vs 100 Adults For $500,000",,2022-12-03 21:00:00+00:00,252554409.0,4478041.0,,97290.0,PT15M23S,hd,True,Saturday,923.0,0
FD-0KG-h2-c,MrBeast,Gordon Ramsay Tries Most Expensive Chocolate Bar!,,2022-11-19 20:59:59+00:00,474308680.0,22546972.0,,39864.0,PT40S,hd,False,Saturday,40.0,0
kX3nB4PpJko,MrBeast,"Last To Take Hand Off Jet, Keeps It!",,2022-11-12 21:00:00+00:00,170905068.0,4316569.0,,104976.0,PT15M37S,hd,True,Saturday,937.0,0
YlvcFJOE-OE,MrBeast,Giving iPhones Instead Of Candy on Halloween,,2022-11-02 21:00:01+00:00,1160731374.0,34234661.0,,124978.0,PT40S,hd,False,Wednesday,40.0,0
iogcY_4xGjo,MrBeast,"$1 vs $1,000,000 Hotel Room!",,2022-10-22 21:00:00+00:00,344950939.0,7034423.0,,118738.0,PT15M41S,hd,True,Saturday,941.0,0
S_CUEOBZ0P4,MrBeast,"The Rock Vs MrBeast For $100,000",,2022-10-21 20:00:06+00:00,539401597.0,30812997.0,,71909.0,PT55S,hd,False,Friday,55.0,0
gHzuabZUd6c,MrBeast,"Survive 100 Days In Circle, Win $500,000",,2022-09-24 19:59:59+00:00,292929257.0,5765175.0,,102133.0,PT17M10S,hd,True,Saturday,1030.0,0
65fN_OUawjk,MrBeast,I Hunted 100 People!,,2022-09-03 19:59:59+00:00,174341836.0,3696186.0,,68981.0,PT12M3S,hd,True,Saturday,723.0,0
jdMNoQE3mIQ,MrBeast,I Survived A Plane Crash,,2022-08-20 20:00:00+00:00,187291888.0,4004820.0,,78960.0,PT8M14S,hd,True,Saturday,494.0,0
2isYuQZMbdU,MrBeast,"I Gave My 100,000,000th Subscriber An Island",,2022-08-04 19:59:59+00:00,208285250.0,6722942.0,,236126.0,PT15M31S,hd,True,Thursday,931.0,0
tVWWp1PqDus,MrBeast,"100 Boys Vs 100 Girls For $500,000",,2022-07-23 20:00:09+00:00,204903961.0,4670333.0,,144667.0,PT16M53S,hd,True,Saturday,1013.0,0
vaIgyRoUkQI,MrBeast,I Didn’t Eat Food For 30 Days,,2022-07-02 20:00:02+00:00,108202653.0,3982340.0,,111365.0,PT13M4S,hd,True,Saturday,784.0,0
Hwybp38GnZw,MrBeast,I Built Willy Wonka's Chocolate Factory!,,2022-06-04 20:00:02+00:00,297316415.0,6586072.0,,165635.0,PT16M11S,hd,True,Saturday,971.0,0
hD1YtmKXNb4,MrBeast,"$10,000 Every Day You Survive Prison",,2022-04-09 20:00:00+00:00,209362004.0,5317568.0,,133792.0,PT13M59S,hd,True,Saturday,839.0,0
LnlKwzc_TNA,MrBeast,"Would You Swim With Sharks For $100,000?",,2022-03-19 20:02:32+00:00,186037424.0,4098055.0,,91513.0,PT9M1S,hd,True,Saturday,541.0,0
3jS_yEK8qVI,MrBeast,World’s Most Dangerous Escape Room!,,2022-01-29 21:00:01+00:00,260076861.0,5478678.0,,136415.0,PT8M1S,hd,True,Saturday,481.0,0
00NgUctWoLQ,MrBeast,"Extreme $1,000,000 Hide And Seek",,2021-12-18 21:00:00+00:00,102745535.0,3622589.0,,125037.0,PT12M9S,hd,True,Saturday,729.0,0
x9TQ6culXIA,MrBeast,"$1,000,000 Influencer Tournament!",,2021-12-16 21:00:00+00:00,89010395.0,3123351.0,,88567.0,PT12M5S,hd,True,Thursday,725.0,0
QbJJwaVdgIs,MrBeast,I Got Hunted By The Military,,2021-12-10 21:30:02+00:00,215876363.0,4605717.0,,97103.0,PT10M27S,hd,True,Friday,627.0,0
0e3GPea1Tyg,MrBeast,"$456,000 Squid Game In Real Life!",,2021-11-24 21:00:01+00:00,606498320.0,17920741.0,,628221.0,PT25M42S,hd,True,Wednesday,1542.0,0
cV2gBU6hKfY,MrBeast,I Cleaned The World’s Dirtiest Beach #TeamSeas,,2021-10-29 19:59:43+00:00,119461298.0,5530191.0,,174433.0,PT4M55S,hd,True,Friday,295.0,0
qIsgdOVGA04,MrBeast,"Last To Take Hand Off Lamborghini, Keeps It",,2021-10-23 20:00:01+00:00,173384857.0,4631294.0,,130966.0,PT15M8S,hd,True,Saturday,908.0,0
cExLQ1o2pDw,MrBeast,"First To Rob Bank Wins $100,000",,2021-09-26 20:00:06+00:00,183810068.0,4361484.0,,121187.0,PT8M2S,hd,True,Sunday,482.0,0
uocETPj4Jx4,MrBeast,"Extreme $500,000 Game Of Tag!",,2021-09-04 20:00:07+00:00,176468752.0,4569683.0,,100804.0,PT12M33S,hd,True,Saturday,753.0,0
zxYjTTXc-J8,MrBeast,"Last To Leave Circle Wins $500,000",,2021-08-31 20:01:03+00:00,433726862.0,7069139.0,,126005.0,PT17M44S,hd,True,Tuesday,1064.0,0
hxwpkM5w3Cc,MrBeast,I Got Hunted By The FBI,,2021-08-07 23:00:03+00:00,209894866.0,4526483.0,,97074.0,PT15M51S,hd,True,Saturday,951.0,0
ktyJIj6i4Qw,MrBeast,"If You Can Carry $1,000,000 You Keep It!",,2021-07-24 20:00:59+00:00,198171062.0,3746507.0,,80179.0,PT10M45S,hd,False,Saturday,645.0,0
urtFrxDUV6c,MrBeast,"Would YOU Quit School For $100,000?",,2021-07-10 20:00:09+00:00,167854017.0,3526833.0,,85571.0,PT10M12S,hd,True,Saturday,612.0,0
nM89Wl03Q4g,MrBeast,I Survived 50 Hours In A Maximum Security Prison,,2021-06-26 20:00:02+00:00,243700248.0,4128861.0,,102037.0,PT12M34S,hd,True,Saturday,754.0,0
NZlClr_ivb4,MrBeast,"Hit The Target, Win $300,000",,2021-06-12 20:00:01+00:00,183712059.0,3676564.0,,83959.0,PT13M17S,hd,True,Saturday,797.0,0
E6E22XQPhhg,MrBeast,Anything You Can Fit In The Triangle I’ll Pay For,,2021-06-01 20:00:02+00:00,219839634.0,3427379.0,,85949.0,PT16M8S,hd,True,Tuesday,968.0,0
TQHEJj68Jew,MrBeast,I Got Hunted By A Real Bounty Hunter,,2021-04-24 20:00:00+00:00,199683615.0,4170599.0,,126086.0,PT13M28S,hd,True,Saturday,808.0,0
WcwGleN38zE,MrBeast,"Extreme $100,000 Game of Tag!",,2021-04-17 20:00:00+00:00,217888244.0,3843021.0,,120816.0,PT16M39S,hd,True,Saturday,999.0,0
fMfipiV_17o,MrBeast,"Would You Sit In Snakes For $10,000?",,2021-04-10 21:00:07+00:00,309541522.0,5476517.0,,143929.0,PT14M7S,hd,True,Saturday,847.0,0
ayXxwJJId_c,MrBeast,"I Bought The World's Largest Mystery Box! ($500,000)",,2021-04-03 20:00:01+00:00,239543754.0,5223051.0,,178501.0,PT10M50S,hd,True,Saturday,650.0,0
9bqk6ZUsKyA,MrBeast,I Spent 50 Hours Buried Alive,,2021-03-27 20:00:04+00:00,318109427.0,8303673.0,,253191.0,PT12M40S,hd,True,Saturday,760.0,0
DuQbOQwVaNE,MrBeast,"Offering People $100,000 To Quit Their Job",,2021-03-13 21:00:02+00:00,143012251.0,3409232.0,,116741.0,PT10M27S,hd,True,Saturday,627.0,0
vJH28ICkCdU,MrBeast,I Sold My House For $1,,2021-03-06 21:00:02+00:00,159468194.0,3880765.0,,117922.0,PT9M20S,hd,True,Saturday,560.0,0
_uwNDiU04zE,MrBeast,"I Donated $300,000 To People In Need",,2021-02-13 21:00:01+00:00,55666901.0,3040956.0,,150140.0,PT10M54S,hd,True,Saturday,654.0,0
C680oxL__ck,MrBeast,"I Ate $100,000 Golden Ice Cream",,2021-01-22 21:00:03+00:00,262825683.0,5886645.0,,177791.0,PT13M17S,hd,True,Friday,797.0,0
5Fg9oZk-5uA,MrBeast,I Bought Everything In 5 Stores,,2021-01-09 21:01:25+00:00,173295223.0,5489154.0,,194399.0,PT13M50S,hd,True,Saturday,830.0,0
PKtnafFtfEo,MrBeast,"Youtube Rewind 2020, Thank God It's Over",,2021-01-01 21:00:03+00:00,71375508.0,5059612.0,,285488.0,PT6M31S,hd,True,Friday,391.0,0
f0c7pSCoZqE,MrBeast,"I Put 1,000,000,000 Christmas Lights On A House (World Record)",,2020-12-23 21:00:06+00:00,114634128.0,2913038.0,,109262.0,PT11M22S,hd,True,Wednesday,682.0,0
dg2Ag3e8W-Q,MrBeast,I Opened A Restaurant That Pays You To Eat At It,,2020-12-19 22:00:03+00:00,184799983.0,5083411.0,,742196.0,PT9M32S,hd,True,Saturday,572.0,0
LeYsRMZFUq0,MrBeast,"I Gave People $1,000,000 But ONLY 1 Minute To Spend It!",,2020-12-15 21:00:11+00:00,206416220.0,6687039.0,,188251.0,PT14M18S,hd,True,Tuesday,858.0,0
Dc2ZRmuH5OM,MrBeast,"Steal This $100,000 Diamond, You Keep It",,2020-11-28 21:00:04+00:00,210824925.0,3625523.0,,96223.0,PT14M3S,hd,True,Saturday,843.0,0
GLoeAJUcz38,MrBeast,"Press This Button To Win $100,000!",,2020-11-14 21:00:02+00:00,305802632.0,4544065.0,,93589.0,PT15M11S,hd,True,Saturday,911.0,0
SZQhgExjBvQ,MrBeast,I Survived 24 Hours Straight In Ice,,2020-10-29 20:17:44+00:00,160332203.0,4072682.0,,197759.0,PT11M34S,hd,True,Thursday,694.0,0
IoZri9hq7z4,MrBeast,I Uber’d People And Let Them Keep The Car,,2020-10-24 20:00:01+00:00,129107557.0,3958808.0,,86791.0,PT14M11S,hd,True,Saturday,851.0,0
vp5sSqyZ5Go,MrBeast,I Filled My Brother’s House With Slime & Bought Him A New One,,2020-10-10 20:00:31+00:00,224408370.0,3938072.0,,120040.0,PT9M25S,hd,True,Saturday,565.0,0
AKJfakEsgy0,MrBeast,Hi Me In 5 Years,,2020-10-04 20:00:54+00:00,124014250.0,6788877.0,,248291.0,PT2M8S,hd,True,Sunday,128.0,0
Vl3swga-Xrk,MrBeast,"Would You Rather Have A Giant Diamond or $100,000?",,2020-09-26 20:40:02+00:00,165094277.0,2900016.0,,73640.0,PT12M24S,hd,True,Saturday,744.0,0
UE5AHE2Ypr8,MrBeast,"I Gave My 40,000,000th Subscriber 40 Cars",,2020-09-19 20:00:02+00:00,176936965.0,4548901.0,,187728.0,PT17M11S,hd,True,Saturday,1031.0,0
TDiXxsQ0w2Q,MrBeast,Why I Haven’t Been Uploading,,2020-09-17 20:00:05+00:00,57200944.0,2781802.0,,98837.0,PT6M22S,hd,True,Thursday,382.0,0
oD155zWANQg,MrBeast,"Get This Random Person 1,000,000 Subscribers",,2020-09-05 20:00:17+00:00,82520701.0,2610249.0,,123500.0,PT14M5S,hd,True,Saturday,845.0,0
s1ax8Tx_Jz0,MrBeast,Would YOU Rather Have A Lamborghini or This House?,,2020-08-22 20:00:01+00:00,203249539.0,3910214.0,,153484.0,PT18M26S,hd,True,Saturday,1106.0,0
NkE0AMGzpJY,MrBeast,"Last To Leave $800,000 Island Keeps It",,2020-08-15 20:00:02+00:00,255390594.0,5573674.0,,230522.0,PT21M15S,hd,True,Saturday,1275.0,0
FbM1yi4mMMc,MrBeast,I Bought A Private Island,,2020-08-13 20:00:07+00:00,166483186.0,3895535.0,,131324.0,PT11M37S,hd,True,Thursday,697.0,0
5V2B28OqfqM,MrBeast,"I Spent $1,000,000 On Lottery Tickets and WON",,2020-08-08 20:00:02+00:00,134730754.0,3286542.0,,87773.0,PT10M13S,hd,True,Saturday,613.0,0
Rj_vssRaZlQ,MrBeast,I Ate The World’s Largest Slice Of Pizza,,2020-08-01 20:00:02+00:00,261498819.0,4463997.0,,138117.0,PT8M3S,hd,True,Saturday,483.0,0
YQDDm9HLkV4,MrBeast,I Adopted EVERY Dog In A Dog Shelter,,2020-07-23 20:00:11+00:00,242394061.0,4959291.0,,213733.0,PT16M4S,hd,True,Thursday,964.0,0
erQ_9yEz0ls,MrBeast,"I Bought The World's Largest Firework ($600,000)",,2020-07-03 21:00:20+00:00,218794012.0,5224252.0,,183860.0,PT11M9S,hd,True,Friday,669.0,0
OAbP-V6fEVc,MrBeast,I Broke Into A House,,2020-06-25 20:00:00+00:00,179027887.0,3739012.0,,203010.0,PT14M2S,hd,True,Thursday,842.0,0
_qAJMXfL6o0,MrBeast,"Would You Rather Have $100,000 OR This Mystery Key?",,2020-06-13 20:00:01+00:00,219542856.0,3861015.0,,122273.0,PT18M21S,hd,True,Saturday,1101.0,0
59AYXzCa-Cs,MrBeast,I Built The World's Largest Lego Tower,,2020-06-06 20:00:01+00:00,177417201.0,3435364.0,,77850.0,PT13M56S,hd,True,Saturday,836.0,0
r7zJ8srwwjk,MrBeast,I Spent 50 Hours In Solitary Confinement,,2020-05-30 20:10:08+00:00,315234130.0,4992677.0,,120067.0,PT15M52S,hd,True,Saturday,952.0,0
YSoJPA8-oHc,MrBeast,If You Click This Video I'll Give My Friend .001$,,2020-05-23 21:01:02+00:00,210278126.0,7341688.0,,173463.0,PT17M21S,hd,True,Saturday,1041.0,0
5Hg_QSIJm8I,MrBeast,"I Gave $200,000 To People Who Lost Their Jobs (Corona Virus)",,2020-05-07 19:59:59+00:00,46457309.0,1415746.0,,65979.0,PT15M19S,hd,True,Thursday,919.0,0
gsWPpE4Rid0,MrBeast,Videos I Could Not Upload...,,2020-04-30 20:00:08+00:00,158927649.0,3998450.0,,68057.0,PT13M32S,hd,True,Thursday,812.0,0
HBMmK1c44sE,MrBeast,I Spent 24 Hours In A Doomsday Bunker,,2020-04-11 20:00:00+00:00,210070307.0,3327390.0,,82635.0,PT11M59S,hd,True,Saturday,719.0,0
oBYbxw8f5OI,MrBeast,"Giving $1,000,000 Of Food To People In Need",,2020-03-27 20:00:05+00:00,60770018.0,1936390.0,,67797.0,PT12M29S,hd,True,Friday,749.0,0
AiGKBNGlzHo,MrBeast,I Ran A Marathon In The World's Largest Shoes,,2020-03-21 20:00:02+00:00,162499622.0,3489692.0,,73507.0,PT13M49S,hd,True,Saturday,829.0,0
_mdKvblL_8s,MrBeast,"$70,000 Extreme Hide And Seek - Challenge",,2020-03-13 20:00:04+00:00,139875301.0,2719458.0,,70404.0,PT17M21S,hd,True,Friday,1041.0,0
yXWw0_UfSFg,MrBeast,Anything You Can Fit In The Circle I’ll Pay For,,2020-03-07 21:00:00+00:00,291475918.0,5177358.0,,117304.0,PT19M55S,hd,True,Saturday,1195.0,0
